uptime_ms,rpm,speed_kmh,map_kpa,iat_c,coolant_c,ve_pct,maf_gs,fuel_gs,instant_Lh,instant_L100km,trip_km,trip_fuel_L,trip_avg_L100km,can_status,trip_cost_bs,baro_kpa,baro_is_estimated
209491,1112,0.0,21.0,11.0,40.0,67.2,2.08,0.162,0.78,0.00,0.000,0.0489,0.00,1,0.34,63.0,0
210491,1104,0.0,21.0,11.0,40.0,67.1,2.06,0.159,0.77,0.00,0.000,0.0491,0.00,1,0.34,63.0,0
211491,1106,0.0,21.0,11.0,40.0,67.1,2.07,0.159,0.77,0.00,0.000,0.0493,0.00,1,0.34,63.0,0
212491,1100,0.0,21.0,11.0,40.0,67.0,2.05,0.159,0.77,0.00,0.000,0.0496,0.00,1,0.35,63.0,0
213491,1099,0.0,21.0,11.0,40.0,67.0,2.05,0.159,0.77,0.00,0.000,0.0498,0.00,1,0.35,63.0,0
214491,1098,0.0,21.0,11.0,40.0,67.0,2.05,0.158,0.76,0.00,0.000,0.0500,0.00,1,0.35,63.0,0
215491,1093,0.0,21.0,11.0,41.0,66.9,2.04,0.158,0.76,0.00,0.000,0.0502,0.00,1,0.35,63.0,0
216491,1097,0.0,21.0,11.0,41.0,66.9,2.05,0.159,0.77,0.00,0.000,0.0504,0.00,1,0.35,63.0,0
217491,1085,0.0,21.0,11.0,41.0,66.7,2.02,0.157,0.76,0.00,0.000,0.0507,0.00,1,0.35,63.0,0
218491,1089,0.0,21.0,11.0,41.0,66.8,2.03,0.157,0.76,0.00,0.000,0.0508,0.00,1,0.35,63.0,0
219491,1091,0.0,21.0,11.0,41.0,66.8,2.03,0.158,0.76,0.00,0.000,0.0511,0.00,1,0.36,63.0,0
220491,1086,0.0,21.0,11.0,41.0,66.8,2.02,0.157,0.76,0.00,0.000,0.0513,0.00,1,0.36,63.0,0
221491,1075,0.0,21.0,11.0,41.0,66.6,1.99,0.156,0.75,0.00,0.000,0.0515,0.00,1,0.36,63.0,0
222491,1084,0.0,21.0,11.0,42.0,66.7,2.01,0.157,0.76,0.00,0.000,0.0517,0.00,1,0.36,63.0,0
223491,1071,0.0,21.0,11.0,42.0,66.5,1.98,0.155,0.75,0.00,0.000,0.0519,0.00,1,0.36,63.0,0
224491,1072,0.0,21.0,11.0,42.0,66.5,1.99,0.155,0.75,0.00,0.000,0.0521,0.00,1,0.36,63.0,0
225491,1075,0.0,21.0,11.0,42.0,66.6,1.99,0.156,0.75,0.00,0.000,0.0523,0.00,1,0.36,63.0,0
226491,1061,0.0,21.0,11.0,42.0,66.3,1.96,0.153,0.74,0.00,0.000,0.0525,0.00,1,0.37,63.0,0
227491,1068,0.0,21.0,11.0,42.0,66.4,1.98,0.154,0.75,0.00,0.000,0.0527,0.00,1,0.37,63.0,0
228491,1060,0.0,21.0,11.0,42.0,66.3,1.96,0.153,0.74,0.00,0.000,0.0529,0.00,1,0.37,63.0,0
229491,1056,0.0,21.0,11.0,42.0,66.2,1.95,0.152,0.74,0.00,0.000,0.0531,0.00,1,0.37,63.0,0
230491,1064,0.0,21.0,11.0,43.0,66.4,1.97,0.154,0.74,0.00,0.000,0.0533,0.00,1,0.37,63.0,0
231491,1058,0.0,21.0,11.0,43.0,66.3,1.95,0.153,0.74,0.00,0.000,0.0536,0.00,1,0.37,63.0,0
232491,1062,0.0,21.0,11.0,43.0,66.3,1.96,0.153,0.74,0.00,0.000,0.0538,0.00,1,0.37,63.0,0
233491,1062,0.0,21.0,11.0,43.0,66.3,1.96,0.153,0.74,0.00,0.000,0.0539,0.00,1,0.38,63.0,0
234491,1055,0.0,21.0,11.0,43.0,66.2,1.95,0.152,0.73,0.00,0.000,0.0542,0.00,1,0.38,63.0,0
235491,1051,0.0,21.0,11.0,43.0,66.1,1.94,0.151,0.73,0.00,0.000,0.0544,0.00,1,0.38,63.0,0
236491,1052,0.0,21.0,11.0,43.0,66.2,1.94,0.151,0.73,0.00,0.000,0.0546,0.00,1,0.38,63.0,0
237491,1056,0.0,21.0,11.0,43.0,66.2,1.95,0.152,0.74,0.00,0.000,0.0548,0.00,1,0.38,63.0,0
238491,1049,0.0,21.0,11.0,43.0,66.1,1.93,0.151,0.73,0.00,0.000,0.0550,0.00,1,0.38,63.0,0
239491,1058,0.0,21.0,11.0,44.0,66.3,1.95,0.153,0.74,0.00,0.000,0.0552,0.00,1,0.38,63.0,0
240491,1043,0.0,21.0,11.0,44.0,66.0,1.92,0.150,0.72,0.00,0.000,0.0554,0.00,1,0.39,63.0,0
241491,1043,0.0,21.0,11.0,44.0,66.0,1.92,0.150,0.72,0.00,0.000,0.0556,0.00,1,0.39,63.0,0
242491,1031,0.0,21.0,11.0,44.0,65.8,1.89,0.148,0.71,0.00,0.000,0.0558,0.00,1,0.39,63.0,0
243491,1038,0.0,21.0,11.0,44.0,65.9,1.91,0.149,0.72,0.00,0.000,0.0560,0.00,1,0.39,63.0,0
244491,1030,0.0,21.0,11.0,44.0,65.8,1.89,0.147,0.71,0.00,0.000,0.0562,0.00,1,0.39,63.0,0
245491,1040,0.0,21.0,11.0,44.0,65.9,1.91,0.149,0.72,0.00,0.000,0.0564,0.00,1,0.39,63.0,0
246491,1039,0.0,21.0,11.0,44.0,65.9,1.91,0.149,0.72,0.00,0.000,0.0566,0.00,1,0.39,63.0,0
247491,1027,0.0,21.0,11.0,44.0,65.7,1.88,0.146,0.70,0.00,0.000,0.0568,0.00,1,0.40,63.0,0
248491,1023,0.0,21.0,11.0,45.0,65.7,1.87,0.145,0.70,0.00,0.000,0.0570,0.00,1,0.40,63.0,0
249491,1027,0.0,21.0,11.0,45.0,65.7,1.88,0.146,0.70,0.00,0.000,0.0572,0.00,1,0.40,63.0,0
250491,1021,0.0,21.0,11.0,45.0,65.6,1.87,0.145,0.70,0.00,0.000,0.0574,0.00,1,0.40,63.0,0
251491,1027,0.0,21.0,11.0,45.0,65.7,1.88,0.146,0.70,0.00,0.000,0.0576,0.00,1,0.40,63.0,0
252491,1021,0.0,21.0,11.0,45.0,65.6,1.87,0.146,0.70,0.00,0.000,0.0577,0.00,1,0.40,63.0,0
253491,1023,0.0,21.0,11.0,45.0,65.7,1.87,0.146,0.71,0.00,0.000,0.0579,0.00,1,0.40,63.0,0
254491,1028,0.0,21.0,11.0,45.0,65.7,1.88,0.147,0.71,0.00,0.000,0.0582,0.00,1,0.40,63.0,0
255491,1026,0.0,21.0,11.0,45.0,65.7,1.88,0.147,0.71,0.00,0.000,0.0584,0.00,1,0.41,63.0,0
256491,1023,0.0,21.0,11.0,45.0,65.7,1.87,0.145,0.70,0.00,0.000,0.0585,0.00,1,0.41,63.0,0
257491,1024,0.0,21.0,11.0,45.0,65.7,1.87,0.145,0.70,0.00,0.000,0.0587,0.00,1,0.41,63.0,0
258491,1018,0.0,21.0,11.0,46.0,65.6,1.86,0.144,0.70,0.00,0.000,0.0589,0.00,1,0.41,63.0,0
259491,1007,0.0,21.0,11.0,46.0,65.4,1.83,0.142,0.69,0.00,0.000,0.0591,0.00,1,0.41,63.0,0
260491,1010,0.0,21.0,11.0,46.0,65.4,1.84,0.143,0.69,0.00,0.000,0.0593,0.00,1,0.41,63.0,0
261491,1010,0.0,21.0,11.0,46.0,65.4,1.84,0.143,0.69,0.00,0.000,0.0595,0.00,1,0.41,63.0,0
262491,1009,0.0,21.0,11.0,46.0,65.4,1.84,0.143,0.69,0.00,0.000,0.0597,0.00,1,0.42,63.0,0
263491,1004,0.0,21.0,11.0,46.0,65.3,1.83,0.142,0.68,0.00,0.000,0.0599,0.00,1,0.42,63.0,0
264491,1003,0.0,21.0,11.0,46.0,65.3,1.82,0.142,0.68,0.00,0.000,0.0601,0.00,1,0.42,63.0,0
265491,1004,0.0,21.0,11.0,46.0,65.3,1.83,0.142,0.68,0.00,0.000,0.0603,0.00,1,0.42,63.0,0
266491,999,0.0,21.0,11.0,46.0,65.2,1.82,0.141,0.68,0.00,0.000,0.0605,0.00,1,0.42,63.0,0
267491,1009,0.0,21.0,11.0,46.0,65.4,1.84,0.143,0.69,0.00,0.000,0.0607,0.00,1,0.42,63.0,0
268491,991,0.0,21.0,11.0,47.0,65.1,1.80,0.139,0.67,0.00,0.000,0.0608,0.00,1,0.42,63.0,0
269491,987,0.0,21.0,11.0,47.0,65.0,1.79,0.139,0.67,0.00,0.000,0.0610,0.00,1,0.42,63.0,0
270491,995,0.0,21.0,11.0,47.0,65.2,1.81,0.140,0.68,0.00,0.000,0.0612,0.00,1,0.43,63.0,0
271491,987,0.0,21.0,11.0,47.0,65.0,1.79,0.139,0.67,0.00,0.000,0.0614,0.00,1,0.43,63.0,0
272491,994,0.0,21.0,11.0,47.0,65.1,1.80,0.140,0.68,0.00,0.000,0.0616,0.00,1,0.43,63.0,0
273491,983,0.0,21.0,11.0,47.0,65.0,1.78,0.138,0.67,0.00,0.000,0.0618,0.00,1,0.43,63.0,0
274491,987,0.0,21.0,11.0,47.0,65.0,1.79,0.139,0.67,0.00,0.000,0.0620,0.00,1,0.43,63.0,0
275491,989,0.0,21.0,11.0,47.0,65.1,1.79,0.139,0.67,0.00,0.000,0.0621,0.00,1,0.43,63.0,0
276491,990,0.0,21.0,11.0,47.0,65.1,1.79,0.139,0.67,0.00,0.000,0.0623,0.00,1,0.43,63.0,0
277491,982,0.0,21.0,11.0,47.0,64.9,1.78,0.138,0.67,0.00,0.000,0.0625,0.00,1,0.44,63.0,0
278491,979,0.0,21.0,11.0,48.0,64.9,1.77,0.137,0.66,0.00,0.000,0.0627,0.00,1,0.44,63.0,0
279491,982,0.0,21.0,11.0,48.0,64.9,1.78,0.138,0.67,0.00,0.000,0.0629,0.00,1,0.44,63.0,0
280491,978,0.0,21.0,11.0,48.0,64.9,1.77,0.136,0.66,0.00,0.000,0.0631,0.00,1,0.44,63.0,0
281491,978,0.0,21.0,11.0,48.0,64.9,1.77,0.136,0.66,0.00,0.000,0.0633,0.00,1,0.44,63.0,0
282491,969,0.0,21.0,11.0,48.0,64.7,1.75,0.136,0.65,0.00,0.000,0.0634,0.00,1,0.44,63.0,0
283491,970,0.0,21.0,11.0,48.0,64.7,1.75,0.136,0.66,0.00,0.000,0.0636,0.00,1,0.44,63.0,0
284491,974,0.0,21.0,11.0,48.0,64.8,1.76,0.136,0.66,0.00,0.000,0.0638,0.00,1,0.44,63.0,0
285491,965,0.0,21.0,11.0,48.0,64.6,1.74,0.135,0.65,0.00,0.000,0.0640,0.00,1,0.45,63.0,0
286491,964,0.0,21.0,11.0,48.0,64.6,1.74,0.134,0.65,0.00,0.000,0.0642,0.00,1,0.45,63.0,0
287491,965,0.0,21.0,11.0,48.0,64.6,1.74,0.134,0.65,0.00,0.000,0.0643,0.00,1,0.45,63.0,0
288491,961,0.0,21.0,11.0,49.0,64.6,1.73,0.133,0.64,0.00,0.000,0.0645,0.00,1,0.45,63.0,0
289491,958,0.0,21.0,11.0,49.0,64.5,1.72,0.133,0.64,0.00,0.000,0.0647,0.00,1,0.45,63.0,0
290491,961,0.0,21.0,11.0,49.0,64.6,1.73,0.133,0.64,0.00,0.000,0.0649,0.00,1,0.45,63.0,0
291491,959,0.0,21.0,11.0,49.0,64.5,1.72,0.134,0.65,0.00,0.000,0.0650,0.00,1,0.45,63.0,0
292491,962,0.0,21.0,11.0,49.0,64.6,1.73,0.134,0.65,0.00,0.000,0.0652,0.00,1,0.45,63.0,0
293491,955,0.0,21.0,11.0,49.0,64.5,1.71,0.132,0.64,0.00,0.000,0.0654,0.00,1,0.46,63.0,0
294491,956,0.0,21.0,11.0,49.0,64.5,1.72,0.132,0.64,0.00,0.000,0.0656,0.00,1,0.46,63.0,0
295491,958,0.0,21.0,11.0,49.0,64.5,1.72,0.133,0.64,0.00,0.000,0.0658,0.00,1,0.46,63.0,0
296491,953,0.0,21.0,11.0,49.0,64.4,1.71,0.132,0.64,0.00,0.000,0.0660,0.00,1,0.46,63.0,0
297491,950,0.0,21.0,11.0,49.0,64.4,1.70,0.131,0.63,0.00,0.000,0.0661,0.00,1,0.46,63.0,0
298491,947,0.0,21.0,11.0,49.0,64.3,1.70,0.131,0.63,0.00,0.000,0.0663,0.00,1,0.46,63.0,0
299491,948,0.0,21.0,11.0,50.0,64.3,1.70,0.131,0.63,0.00,0.000,0.0665,0.00,1,0.46,63.0,0
300491,942,0.0,21.0,11.0,50.0,64.2,1.69,0.130,0.63,0.00,0.000,0.0667,0.00,1,0.46,63.0,0
301491,947,0.0,21.0,11.0,50.0,64.3,1.70,0.131,0.63,0.00,0.000,0.0668,0.00,1,0.47,63.0,0
302491,946,0.0,21.0,11.0,50.0,64.3,1.69,0.130,0.63,0.00,0.000,0.0670,0.00,1,0.47,63.0,0
303491,945,0.0,21.0,11.0,50.0,64.3,1.69,0.130,0.63,0.00,0.000,0.0672,0.00,1,0.47,63.0,0
304491,941,0.0,21.0,11.0,50.0,64.2,1.68,0.129,0.62,0.00,0.000,0.0674,0.00,1,0.47,63.0,0
305491,943,0.0,21.0,11.0,50.0,64.3,1.69,0.130,0.63,0.00,0.000,0.0675,0.00,1,0.47,63.0,0
306491,943,0.0,21.0,11.0,50.0,64.3,1.69,0.130,0.63,0.00,0.000,0.0677,0.00,1,0.47,63.0,0
307491,940,0.0,21.0,11.0,50.0,64.2,1.68,0.129,0.62,0.00,0.000,0.0679,0.00,1,0.47,63.0,0
308491,949,0.0,21.0,11.0,50.0,64.4,1.70,0.130,0.63,0.00,0.000,0.0681,0.00,1,0.47,63.0,0
309491,947,0.0,21.0,11.0,50.0,64.3,1.70,0.131,0.63,0.00,0.000,0.0682,0.00,1,0.47,63.0,0
310491,941,0.0,21.0,11.0,50.0,64.2,1.68,0.130,0.63,0.00,0.000,0.0684,0.00,1,0.48,63.0,0
311491,947,0.0,21.0,11.0,50.0,64.3,1.70,0.131,0.63,0.00,0.000,0.0686,0.00,1,0.48,63.0,0
312491,941,0.0,21.0,11.0,51.0,64.2,1.68,0.130,0.63,0.00,0.000,0.0688,0.00,1,0.48,63.0,0
313491,942,0.0,21.0,11.0,51.0,64.2,1.69,0.129,0.62,0.00,0.000,0.0689,0.00,1,0.48,63.0,0
314491,948,0.0,21.0,11.0,51.0,64.3,1.70,0.131,0.63,0.00,0.000,0.0691,0.00,1,0.48,63.0,0
315491,944,0.0,21.0,11.0,51.0,64.3,1.69,0.130,0.63,0.00,0.000,0.0693,0.00,1,0.48,63.0,0
316491,954,0.0,21.0,11.0,51.0,64.4,1.71,0.132,0.64,0.00,0.000,0.0695,0.00,1,0.48,63.0,0
317491,944,0.0,21.0,11.0,51.0,64.3,1.69,0.129,0.62,0.00,0.000,0.0696,0.00,1,0.48,63.0,0
318491,948,0.0,21.0,11.0,51.0,64.3,1.70,0.131,0.63,0.00,0.000,0.0698,0.00,1,0.49,63.0,0
319491,942,0.0,21.0,11.0,51.0,64.2,1.69,0.130,0.63,0.00,0.000,0.0700,0.00,1,0.49,63.0,0
320491,951,0.0,21.0,11.0,51.0,64.4,1.71,0.131,0.63,0.00,0.000,0.0702,0.00,1,0.49,63.0,0
321491,948,0.0,21.0,11.0,52.0,64.3,1.70,0.131,0.63,0.00,0.000,0.0703,0.00,1,0.49,63.0,0
322491,946,0.0,21.0,11.0,52.0,64.3,1.69,0.131,0.63,0.00,0.000,0.0705,0.00,1,0.49,63.0,0
323491,936,0.0,21.0,11.0,52.0,64.1,1.67,0.128,0.62,0.00,0.000,0.0707,0.00,1,0.49,63.0,0
324491,942,0.0,21.0,11.0,52.0,64.2,1.69,0.129,0.62,0.00,0.000,0.0709,0.00,1,0.49,63.0,0
325491,942,0.0,21.0,11.0,52.0,64.2,1.69,0.130,0.63,0.00,0.000,0.0710,0.00,1,0.49,63.0,0
326491,946,0.0,21.0,11.0,52.0,64.3,1.69,0.131,0.63,0.00,0.000,0.0712,0.00,1,0.50,63.0,0
327491,948,0.0,21.0,11.0,52.0,64.3,1.70,0.131,0.63,0.00,0.000,0.0714,0.00,1,0.50,63.0,0
328491,945,0.0,21.0,11.0,52.0,64.3,1.69,0.130,0.63,0.00,0.000,0.0716,0.00,1,0.50,63.0,0
329491,941,0.0,21.0,11.0,52.0,64.2,1.68,0.130,0.63,0.00,0.000,0.0717,0.00,1,0.50,63.0,0
330491,945,0.0,21.0,11.0,52.0,64.3,1.69,0.130,0.63,0.00,0.000,0.0719,0.00,1,0.50,63.0,0
331491,947,0.0,21.0,11.0,52.0,64.3,1.70,0.130,0.63,0.00,0.000,0.0721,0.00,1,0.50,63.0,0
332491,946,0.0,21.0,11.0,53.0,64.3,1.69,0.130,0.63,0.00,0.000,0.0723,0.00,1,0.50,63.0,0
333491,947,0.0,21.0,11.0,53.0,64.3,1.70,0.130,0.63,0.00,0.000,0.0724,0.00,1,0.50,63.0,0
334491,939,0.0,21.0,11.0,53.0,64.2,1.68,0.128,0.62,0.00,0.000,0.0726,0.00,1,0.51,63.0,0
335491,946,0.0,21.0,11.0,53.0,64.3,1.69,0.131,0.63,0.00,0.000,0.0728,0.00,1,0.51,63.0,0
336491,945,0.0,21.0,11.0,53.0,64.3,1.69,0.130,0.63,0.00,0.000,0.0730,0.00,1,0.51,63.0,0
337491,943,0.0,21.0,11.0,53.0,64.3,1.69,0.129,0.62,0.00,0.000,0.0731,0.00,1,0.51,63.0,0
338491,944,0.0,21.0,11.0,53.0,64.3,1.69,0.129,0.62,0.00,0.000,0.0733,0.00,1,0.51,63.0,0
339491,946,0.0,21.0,11.0,53.0,64.3,1.69,0.130,0.63,0.00,0.000,0.0735,0.00,1,0.51,63.0,0
340491,942,0.0,21.0,11.0,53.0,64.2,1.69,0.129,0.62,0.00,0.000,0.0736,0.00,1,0.51,63.0,0
341491,940,0.0,21.0,11.0,53.0,64.2,1.68,0.129,0.62,0.00,0.000,0.0738,0.00,1,0.51,63.0,0
342491,951,0.0,21.0,11.0,53.0,64.4,1.71,0.131,0.63,0.00,0.000,0.0740,0.00,1,0.51,63.0,0
343491,945,0.0,21.0,11.0,54.0,64.3,1.69,0.129,0.62,0.00,0.000,0.0742,0.00,1,0.52,63.0,0
344491,941,0.0,21.0,11.0,54.0,64.2,1.68,0.128,0.62,0.00,0.000,0.0743,0.00,1,0.52,63.0,0
345491,944,0.0,21.0,11.0,54.0,64.3,1.69,0.128,0.62,0.00,0.000,0.0745,0.00,1,0.52,63.0,0
346491,940,0.0,21.0,11.0,54.0,64.2,1.68,0.128,0.62,0.00,0.000,0.0747,0.00,1,0.52,63.0,0
347491,947,0.0,21.0,11.0,54.0,64.3,1.70,0.130,0.63,0.00,0.000,0.0748,0.00,1,0.52,63.0,0
348491,937,0.0,21.0,11.0,54.0,64.1,1.67,0.127,0.61,0.00,0.000,0.0750,0.00,1,0.52,63.0,0
349491,941,0.0,21.0,11.0,54.0,64.2,1.68,0.128,0.62,0.00,0.000,0.0752,0.00,1,0.52,63.0,0
350491,942,0.0,21.0,11.0,54.0,64.2,1.69,0.129,0.62,0.00,0.000,0.0754,0.00,1,0.52,63.0,0
351491,941,0.0,21.0,11.0,54.0,64.2,1.68,0.129,0.62,0.00,0.000,0.0755,0.00,1,0.53,63.0,0
352491,948,0.0,21.0,11.0,54.0,64.3,1.70,0.130,0.63,0.00,0.000,0.0757,0.00,1,0.53,63.0,0
353491,940,0.0,21.0,11.0,54.0,64.2,1.68,0.129,0.62,0.00,0.000,0.0759,0.00,1,0.53,63.0,0
354491,947,0.0,21.0,12.0,54.0,64.3,1.69,0.129,0.63,0.00,0.000,0.0761,0.00,1,0.53,63.0,0
355491,943,0.0,21.0,12.0,55.0,64.3,1.68,0.128,0.62,0.00,0.000,0.0762,0.00,1,0.53,63.0,0
356491,944,0.0,21.0,11.0,55.0,64.3,1.69,0.128,0.62,0.00,0.000,0.0764,0.00,1,0.53,63.0,0
357491,941,0.0,21.0,12.0,55.0,64.2,1.68,0.128,0.62,0.00,0.000,0.0766,0.00,1,0.53,63.0,0
358491,944,0.0,21.0,11.0,55.0,64.3,1.69,0.129,0.62,0.00,0.000,0.0767,0.00,1,0.53,63.0,0
359491,946,0.0,21.0,11.0,55.0,64.3,1.69,0.129,0.62,0.00,0.000,0.0769,0.00,1,0.54,63.0,0
360491,938,0.0,21.0,12.0,55.0,64.2,1.67,0.128,0.62,0.00,0.000,0.0771,0.00,1,0.54,63.0,0
361491,943,0.0,21.0,12.0,55.0,64.3,1.68,0.128,0.62,0.00,0.000,0.0772,0.00,1,0.54,63.0,0
362491,943,0.0,21.0,12.0,55.0,64.3,1.68,0.128,0.62,0.00,0.000,0.0774,0.00,1,0.54,63.0,0
363491,943,0.0,21.0,12.0,55.0,64.3,1.68,0.128,0.62,0.00,0.000,0.0776,0.00,1,0.54,63.0,0
364491,942,0.0,21.0,12.0,55.0,64.2,1.68,0.128,0.62,0.00,0.000,0.0778,0.00,1,0.54,63.0,0
365491,945,0.0,21.0,12.0,55.0,64.3,1.69,0.127,0.61,0.00,0.000,0.0779,0.00,1,0.54,63.0,0
366491,935,0.0,21.0,12.0,55.0,64.1,1.66,0.126,0.61,0.00,0.000,0.0781,0.00,1,0.54,63.0,0
367491,941,0.0,21.0,12.0,55.0,64.2,1.68,0.127,0.62,0.00,0.000,0.0783,0.00,1,0.54,63.0,0
368491,937,0.0,21.0,12.0,56.0,64.1,1.67,0.127,0.61,0.00,0.000,0.0784,0.00,1,0.55,63.0,0
369491,943,0.0,21.0,12.0,56.0,64.3,1.68,0.128,0.62,0.00,0.000,0.0786,0.00,1,0.55,63.0,0
370491,938,0.0,21.0,12.0,56.0,64.2,1.67,0.126,0.61,0.00,0.000,0.0788,0.00,1,0.55,63.0,0
371491,940,0.0,21.0,12.0,56.0,64.2,1.68,0.127,0.62,0.00,0.000,0.0790,0.00,1,0.55,63.0,0
372491,940,0.0,21.0,12.0,56.0,64.2,1.68,0.126,0.61,0.00,0.000,0.0791,0.00,1,0.55,63.0,0
373491,948,0.0,21.0,12.0,56.0,64.3,1.69,0.127,0.61,0.00,0.000,0.0793,0.00,1,0.55,63.0,0
374491,944,0.0,21.0,12.0,56.0,64.3,1.68,0.126,0.61,0.00,0.000,0.0795,0.00,1,0.55,63.0,0
375491,945,0.0,21.0,12.0,56.0,64.3,1.69,0.126,0.61,0.00,0.000,0.0797,0.00,1,0.55,63.0,0
376491,936,0.0,21.0,12.0,56.0,64.1,1.67,0.125,0.60,0.00,0.000,0.0798,0.00,1,0.56,63.0,0
377491,940,0.0,20.0,12.0,56.0,64.2,1.60,0.120,0.58,0.00,0.000,0.0800,0.00,1,0.56,63.0,0
378491,938,0.0,21.0,12.0,56.0,64.2,1.67,0.125,0.60,0.00,0.000,0.0801,0.00,1,0.56,63.0,0
379491,938,0.0,21.0,12.0,56.0,64.2,1.67,0.124,0.60,0.00,0.000,0.0803,0.00,1,0.56,63.0,0
380491,938,0.0,21.0,12.0,56.0,64.2,1.67,0.125,0.60,0.00,0.000,0.0805,0.00,1,0.56,63.0,0
381491,934,0.0,21.0,12.0,57.0,64.1,1.66,0.125,0.60,0.00,0.000,0.0806,0.00,1,0.56,63.0,0
382491,940,0.0,21.0,12.0,57.0,64.2,1.68,0.126,0.61,0.00,0.000,0.0808,0.00,1,0.56,63.0,0
383491,937,0.0,21.0,12.0,57.0,64.1,1.67,0.125,0.60,0.00,0.000,0.0810,0.00,1,0.56,63.0,0
384491,937,0.0,21.0,12.0,57.0,64.1,1.67,0.125,0.60,0.00,0.000,0.0811,0.00,1,0.56,63.0,0
385491,939,0.0,21.0,12.0,57.0,64.2,1.67,0.126,0.61,0.00,0.000,0.0813,0.00,1,0.57,63.0,0
386491,938,0.0,21.0,12.0,57.0,64.2,1.67,0.126,0.61,0.00,0.000,0.0815,0.00,1,0.57,63.0,0
387491,935,0.0,21.0,12.0,57.0,64.1,1.66,0.126,0.61,0.00,0.000,0.0816,0.00,1,0.57,63.0,0
388491,938,0.0,21.0,12.0,57.0,64.2,1.67,0.126,0.61,0.00,0.000,0.0818,0.00,1,0.57,63.0,0
389491,937,0.0,20.0,12.0,57.0,64.1,1.59,0.120,0.58,0.00,0.000,0.0820,0.00,1,0.57,63.0,0
390491,935,0.0,21.0,12.0,57.0,64.1,1.66,0.125,0.60,0.00,0.000,0.0822,0.00,1,0.57,63.0,0
391491,937,0.0,21.0,12.0,57.0,64.1,1.67,0.125,0.60,0.00,0.000,0.0823,0.00,1,0.57,63.0,0
392491,939,0.0,21.0,12.0,57.0,64.2,1.67,0.125,0.61,0.00,0.000,0.0825,0.00,1,0.57,63.0,0
393491,936,0.0,21.0,12.0,57.0,64.1,1.67,0.125,0.60,0.00,0.000,0.0827,0.00,1,0.58,63.0,0
394491,939,0.0,21.0,12.0,57.0,64.2,1.67,0.125,0.61,0.00,0.000,0.0828,0.00,1,0.58,63.0,0
395491,938,0.0,21.0,12.0,57.0,64.2,1.67,0.125,0.60,0.00,0.000,0.0830,0.00,1,0.58,63.0,0
396491,933,0.0,21.0,12.0,58.0,64.1,1.66,0.123,0.60,0.00,0.000,0.0832,0.00,1,0.58,63.0,0
397491,935,0.0,21.0,12.0,58.0,64.1,1.66,0.125,0.60,0.00,0.000,0.0833,0.00,1,0.58,63.0,0
398491,934,0.0,21.0,12.0,58.0,64.1,1.66,0.125,0.60,0.00,0.000,0.0835,0.00,1,0.58,63.0,0
399491,938,0.0,21.0,12.0,58.0,64.2,1.67,0.124,0.60,0.00,0.000,0.0837,0.00,1,0.58,63.0,0
400491,942,0.0,21.0,12.0,58.0,64.2,1.68,0.126,0.61,0.00,0.000,0.0838,0.00,1,0.58,63.0,0
401491,933,0.0,21.0,12.0,58.0,64.1,1.66,0.124,0.60,0.00,0.000,0.0840,0.00,1,0.58,63.0,0
402491,944,0.0,21.0,12.0,58.0,64.3,1.68,0.127,0.61,0.00,0.000,0.0842,0.00,1,0.59,63.0,0
403491,944,0.0,21.0,12.0,58.0,64.3,1.68,0.127,0.61,0.00,0.000,0.0843,0.00,1,0.59,63.0,0
404491,940,0.0,21.0,12.0,58.0,64.2,1.68,0.126,0.61,0.00,0.000,0.0845,0.00,1,0.59,63.0,0
405491,937,0.0,21.0,12.0,58.0,64.1,1.67,0.126,0.61,0.00,0.000,0.0847,0.00,1,0.59,63.0,0
406491,941,0.0,21.0,12.0,58.0,64.2,1.68,0.127,0.61,0.00,0.000,0.0848,0.00,1,0.59,63.0,0
407491,942,0.0,21.0,12.0,58.0,64.2,1.68,0.126,0.61,0.00,0.000,0.0850,0.00,1,0.59,63.0,0
408491,936,0.0,21.0,12.0,58.0,64.1,1.67,0.125,0.60,0.00,0.000,0.0852,0.00,1,0.59,63.0,0
409491,940,0.0,21.0,12.0,58.0,64.2,1.68,0.126,0.61,0.00,0.000,0.0854,0.00,1,0.59,63.0,0
410491,937,0.0,21.0,12.0,59.0,64.1,1.67,0.126,0.61,0.00,0.000,0.0855,0.00,1,0.60,63.0,0
411491,938,0.0,20.0,12.0,59.0,64.2,1.59,0.119,0.58,0.00,0.000,0.0857,0.00,1,0.60,63.0,0
412491,939,0.0,21.0,12.0,59.0,64.2,1.67,0.124,0.60,0.00,0.000,0.0858,0.00,1,0.60,63.0,0
413491,934,0.0,21.0,12.0,59.0,64.1,1.66,0.124,0.60,0.00,0.000,0.0860,0.00,1,0.60,63.0,0
414491,941,0.0,21.0,12.0,59.0,64.2,1.68,0.126,0.61,0.00,0.000,0.0862,0.00,1,0.60,63.0,0
415491,935,0.0,21.0,12.0,59.0,64.1,1.66,0.125,0.60,0.00,0.000,0.0863,0.00,1,0.60,63.0,0
416491,933,0.0,21.0,12.0,59.0,64.1,1.66,0.123,0.60,0.00,0.000,0.0865,0.00,1,0.60,63.0,0
417491,937,0.0,21.0,12.0,59.0,64.1,1.67,0.124,0.60,0.00,0.000,0.0867,0.00,1,0.60,63.0,0
